dumb;star_name_string;date;time;jd;observer;site;resolution;lambda_min;lambda_max;file;image;last_update;comment
0;nqgem;2015-04-20;2:13;57132.926;DBO;WCO-UK;886;3900;8101;asdb_nqgem_20150420_926.fit;asdb_nqgem_20150420_926.png;1615213599;
0;nqgem;2015-10-24;2:12;57319.092;PSO;TAT-HU;526;4274;7193;asdb_nqgem_20151024_092.fit;asdb_nqgem_20151024_092.png;1615213599;
0;nqgem;2015-11-01;2:09;57327.09;JMO;CAL-FR;637;3806;8223;asdb_nqgem_20151101_089.fit;asdb_nqgem_20151101_089.png;1615213599;
0;nqgem;2015-12-03;5:24;57359.225;FTE;ORS-FR;11000;4144;7162;asdb_nqgem_20151203_225.fit;asdb_nqgem_20151203_225.png;1615213599;
0;nqgem;2016-01-16;0:08;57403.839;FTE;ORS-FR;11000;4143;7162;asdb_nqgem_20160116_839.fit;asdb_nqgem_20160116_839.png;1615213599;
0;nqgem;2016-01-23;3:20;57410.973;JGF;SMM-SP;1005;3816;7550;asdb_nqgem_20160123_972.fit;asdb_nqgem_20160123_972.png;1615213599;
0;nqgem;2016-01-29;0:33;57416.023;EBE;SSO-FR;477;4000;7500;asdb_nqgem_20160129_023.fit;asdb_nqgem_20160129_023.png;1615213599;
0;nqgem;2016-02-16;1:06;57434.046;JMO;CAL-FR;678;3992;8247;asdb_nqgem_20160216_046.fit;asdb_nqgem_20160216_046.png;1615213599;
0;nqgem;2016-02-16;0:11;57434.841;JGF;SMM-SP;1049;3759;7554;asdb_nqgem_20160216_841.fit;asdb_nqgem_20160216_841.png;1615213599;
0;nqgem;2016-02-20;3:55;57438.997;JGF;SMM-SP;907;3802;7550;asdb_nqgem_20160220_997.fit;asdb_nqgem_20160220_997.png;1615213599;
0;nqgem;2016-02-29;1:39;57447.903;FCA;PAG-SP;717;3784;7329;asdb_nqgem_20160229_902.fit;asdb_nqgem_20160229_902.png;1615213599;
0;nqgem;2016-03-06;3:04;57453.961;JGF;SMM-SP;829;3822;7538;asdb_nqgem_20160306_961.fit;asdb_nqgem_20160306_961.png;1615213599;
0;nqgem;2016-03-22;0:24;57469.85;FTE;ORS-FR;11000;4144;7162;asdb_nqgem_20160322_850.fit;asdb_nqgem_20160322_850.png;1615213599;
0;nqgem;2016-03-30;3:43;57477.155;LES;MRO-CA;9000;6000;7101;asdb_nqgem_20160330_155.fit;asdb_nqgem_20160330_155.png;1615213599;
0;nqgem;2016-03-31;2:22;57478.932;DBO;WCO-UK;854;3900;7400;asdb_nqgem_20160331_932.fit;asdb_nqgem_20160331_932.png;1615213599;
0;nqgem;2016-04-05;2:39;57483.944;JMO;CAL-FR;657;4000;7394;asdb_nqgem_20160405_944.fit;asdb_nqgem_20160405_944.png;1615213599;
0;nqgem;2016-04-06;1:13;57484.885;JGF;SMM-SP;1037;3777;7519;asdb_nqgem_20160406_884.fit;asdb_nqgem_20160406_884.png;1615213599;
0;nqgem;2016-04-17;1:49;57495.076;GKA;MAN-US;530;3722;7368;asdb_nqgem_20160417_075.fit;asdb_nqgem_20160417_075.png;1615213599;
0;nqgem;2016-11-03;0:46;57695.032;JMO;CAL-FR;652;3864;8244;asdb_nqgem_20161103_032.fit;asdb_nqgem_20161103_032.png;1615213599;
0;nqgem;2016-12-04;2:57;57726.124;PSO;TAT-HU;488;4232;7165;asdb_nqgem_20161204_123.fit;asdb_nqgem_20161204_123.png;1615213599;
0;nqgem;2017-01-21;0:16;57774.845;FTE;ORS-FR;11000;4207;7162;asdb_nqgem_20170121_844.fit;asdb_nqgem_20170121_844.png;1615213599;
0;nqgem;2017-01-21;2:00;57774.917;VLE;ORL-FR;532;4201;7300;asdb_nqgem_20170121_917.fit;asdb_nqgem_20170121_917.png;1615213599;
0;nqgem;2017-01-24;1:19;57777.888;DBO;WCO-UK;718;3901;7380;asdb_nqgem_20170124_888.fit;asdb_nqgem_20170124_888.png;1615213599;
0;nqgem;2017-01-25;9:05;57778.795;BER;BVO-IT;5507;6326;6796;asdb_nqgem_20170125_795.fit;asdb_nqgem_20170125_795.png;1615213599;
0;nqgem;2017-02-09;2:16;57793.928;JGF;SMM-SP;1090;3752;7448;asdb_nqgem_20170209_928.fit;asdb_nqgem_20170209_928.png;1615213599;
0;nqgem;2017-02-14;2:38;57798.943;JGF;SMM-SP;990;3809;7444;asdb_nqgem_20170214_943.fit;asdb_nqgem_20170214_943.png;1615213599;
0;nqgem;2017-02-20;2:06;57804.088;GKA;MAN-US;534;3786;7392;asdb_nqgem_20170220_087.fit;asdb_nqgem_20170220_087.png;1615213599;
0;nqgem;2017-03-15;3:05;57827.962;JGF;SMM-SP;1154;3809;7419;asdb_nqgem_20170315_961.fit;asdb_nqgem_20170315_961.png;1615213599;
0;nqgem;2017-03-20;0:57;57832.04;GKA;MAN-US;549;3604;7404;asdb_nqgem_20170320_039.fit;asdb_nqgem_20170320_039.png;1615213599;
0;nqgem;2017-03-24;2:04;57836.919;TRO;PON-UK;573;3800;7380;asdb_nqgem_20170324_919.fit;asdb_nqgem_20170324_919.png;1615213599;
0;nqgem;2017-03-28;0:46;57840.866;JGF;SMM-SP;824;3838;7371;asdb_nqgem_20170328_865.fit;asdb_nqgem_20170328_865.png;1615213599;
0;nqgem;2017-04-08;2:00;57851.917;FBO;SJI-FR;1000;4000;7502;asdb_nqgem_20170408_917.fit;asdb_nqgem_20170408_917.png;1615213599;
0;nqgem;2017-04-13;1:46;57856.907;JGF;PIE-SP;9000;3980;7498;asdb_nqgem_20170413_907.fit;asdb_nqgem_20170413_907.png;1615213599;
0;nqgem;2017-04-16;3:10;57859.965;MERCBO;PDM-FR;593;2145;8752;asdb_nqgem_20170416_965.fit;asdb_nqgem_20170416_965.png;1615213599;
0;nqgem;2017-04-18;2:14;57861.927;JMO;CAL-FR;647;3732;8246;asdb_nqgem_20170418_927.fit;asdb_nqgem_20170418_927.png;1615213599;
0;nqgem;2017-12-14;6:25;58101.268;FAS;DCO-US;1014;3726;7290;asdb_nqgem_20171214_267.fit;asdb_nqgem_20171214_267.png;1615213599;
0;nqgem;2017-12-31;2:46;58118.949;SOL;AQL-IT;2673;5859;7335;asdb_nqgem_20171231_948.fit;asdb_nqgem_20171231_948.png;1615213599;
0;nqgem;2018-01-07;0:21;58125.015;DBO;WCO-UK;1070;3901;7381;asdb_nqgem_20180107_015.fit;asdb_nqgem_20180107_015.png;1615213599;
0;nqgem;2018-01-28;9:11;58146.799;SOL;AQL-IT;7191;6375;6757;asdb_nqgem_20180128_799.fit;asdb_nqgem_20180128_799.png;1615213599;
0;nqgem;2018-02-08;7:37;58157.318;FAS;DCO-US;1021;3716;7291;asdb_nqgem_20180208_317.fit;asdb_nqgem_20180208_317.png;1615213599;
0;nqgem;2018-03-06;3:31;58183.98;JGF;PIE-SP;9000;3980;7499;asdb_nqgem_20180306_980.fit;asdb_nqgem_20180306_980.png;1615213599;
0;nqgem;2018-03-21;1:46;58198.907;JGF;PIE-SP;9000;4052;7499;asdb_nqgem_20180321_907.fit;asdb_nqgem_20180321_907.png;1615213599;
0;nqgem;2018-03-23;9:17;58200.804;PSO;TAT-HU;1914;4503;5219;asdb_nqgem_20180323_804.fit;asdb_nqgem_20180323_804.png;1615213599;
0;nqgem;2018-05-10;2:45;58248.948;JMO;CAL-FR;646;4168;7559;asdb_nqgem_20180510_948.fit;asdb_nqgem_20180510_948.png;1615213599;
0;nqgem;2019-01-03;5:37;58486.234;FAS;DCO-US;973;3727;7276;asdb_nqgem_20190103_234.fit;asdb_nqgem_20190103_234.png;1615213599;
0;nqgem;2019-02-08;3:19;58522.138;FAS;DCO-US;931;3726;7275;asdb_nqgem_20190208_138.fit;asdb_nqgem_20190208_138.png;1615213599;
0;nqgem;2019-02-24;9:54;58538.829;DBO;WCO-UK;1105;3901;7380;asdb_nqgem_20190224_829.fit;asdb_nqgem_20190224_829.png;1615213599;
0;nqgem;2019-03-03;2:42;58545.946;JGF;SMM-SP;9000;3980;7762;asdb_nqgem_20190303_945.fit;asdb_nqgem_20190303_945.png;1615213599;
0;nqgem;2019-03-25;2:48;58567.95;JGF;PIE-SP;9000;4052;7763;asdb_nqgem_20190325_950.fit;asdb_nqgem_20190325_950.png;1615213599;
0;nqgem;2019-03-28;1:32;58570.897;SCH;DUR-FR;11000;3917;7118;asdb_nqgem_20190328_897.fit;asdb_nqgem_20190328_897.png;1615213599;
0;nqgem;2019-04-01;0:50;58574.868;JGF;PIE-SP;9000;4052;7763;asdb_nqgem_20190401_868.fit;asdb_nqgem_20190401_868.png;1615213599;
0;nqgem;2019-04-04;2:41;58577.946;JGF;SMM-SP;9000;4052;7763;asdb_nqgem_20190404_945.fit;asdb_nqgem_20190404_945.png;1615213599;
0;nqgem;2019-04-18;2:21;58591.931;MER;MAU-FR;568;3650;7398;asdb_nqgem_20190418_931.fit;asdb_nqgem_20190418_931.png;1615213599;
0;nqgem;2019-12-04;2:43;58821.114;CBO;OCT-FR;506;3700;7570;asdb_nqgem_20191204_113.fit;asdb_nqgem_20191204_113.png;1615213599;
0;nqgem;2020-01-02;2:42;58850.113;PAD;KOL-SK;796;3800;7590;asdb_nqgem_20200102_112.fit;asdb_nqgem_20200102_112.png;1615213599;
0;nqgem;2020-02-11;3:28;58890.978;CBO;OCT-FR;505;3700;7570;asdb_nqgem_20200211_977.fit;asdb_nqgem_20200211_977.png;1615213599;
0;nqgem;2020-02-19;2:35;58898.941;JGF;PIE-SP;9000;3976;8734;asdb_nqgem_20200219_941.fit;asdb_nqgem_20200219_941.png;1615213599;
0;nqgem;2020-03-02;2:40;58910.945;CBO;OCT-FR;500;3700;7570;asdb_nqgem_20200302_944.fit;asdb_nqgem_20200302_944.png;1615213599;
0;nqgem;2020-03-09;1:10;58917.049;JGF;SMM-SP;9000;4052;7763;asdb_nqgem_20200309_048.fit;asdb_nqgem_20200309_048.png;1615213599;
0;nqgem;2020-03-25;2:40;58933.945;CBO;OCT-FR;503;3700;7570;asdb_nqgem_20200325_944.fit;asdb_nqgem_20200325_944.png;1615213599;
0;nqgem;2020-04-25;0:50;58964.868;JGF;PIE-SP;8700;4180;7194;asdb_nqgem_20200425_868.fit;asdb_nqgem_20200425_868.png;1615213599;
0;nqgem;2020-12-07;0:35;59190.024;PAD;KOL-SK;864;3800;7590;asdb_nqgem_20201207_024.fit;asdb_nqgem_20201207_024.png;1615213599;
0;nqgem;2020-12-18;5:41;59201.237;KSH;CAR-US;1000;3900;7300;asdb_nqgem_20201218_238.fit;asdb_nqgem_20201218_238.png;1615213599;
0;omicet;2015-11-28;3:21;57354.973;JGF;SMM-SP;1032;3935;7577;asdb_omicet_20151128_973.fit;asdb_omicet_20151128_973.png;1615213599;
0;omicet;2016-01-16;9:25;57403.809;JGF;SMM-SP;819;3721;7576;asdb_omicet_20160116_809.fit;asdb_omicet_20160116_809.png;1615213599;
0;omicet;2016-01-20;0:41;57407.862;JGF;SMM-SP;844;3727;7564;asdb_omicet_20160120_862.fit;asdb_omicet_20160120_862.png;1615213599;
0;omicet;2016-01-21;9:28;57408.811;JGF;SMM-SP;912;3727;7560;asdb_omicet_20160121_811.fit;asdb_omicet_20160121_811.png;1615213599;
0;omicet;2016-01-25;0:39;57412.861;JGF;SMM-SP;1036;3807;7564;asdb_omicet_20160125_860.fit;asdb_omicet_20160125_860.png;1615213599;
0;omicet;2016-02-20;8:36;57438.775;JGF;SMM-SP;946;3723;7556;asdb_omicet_20160220_775.fit;asdb_omicet_20160220_775.png;1615213599;
0;omicet;2016-10-29;0:27;57690.852;FBO;SJI-FR;647;4002;7501;asdb_omicet_20161029_852.fit;asdb_omicet_20161029_852.png;1615213599;
0;omicet;2016-11-22;0:06;57714.838;BER;BVO-IT;5875;6330;6810;asdb_omicet_20161122_837.fit;asdb_omicet_20161122_837.png;1615213599;
0;omicet;2016-12-29;1:43;57751.905;JGF;PIE-SP;9000;4090;7436;asdb_omicet_20161229_905.fit;asdb_omicet_20161229_905.png;1615213599;
0;omicet;2017-01-03;0:09;57756.84;FCA;PAG-SP;834;3832;7370;asdb_omicet_20170103_839.fit;asdb_omicet_20170103_839.png;1615213599;
0;omicet;2017-01-14;8:16;57767.761;JGF;SMM-SP;972;3832;7435;asdb_omicet_20170114_761.fit;asdb_omicet_20170114_761.png;1615213599;
0;omicet;2017-02-09;9:32;57793.814;JGF;SMM-SP;1088;3722;7445;asdb_omicet_20170209_815.fit;asdb_omicet_20170209_815.png;1615213599;
0;omicet;2017-10-31;1:56;58057.914;FCA;PAG-SP;929;3734;7269;asdb_omicet_20171031_914.fit;asdb_omicet_20171031_914.png;1615213599;
0;omicet;2018-01-12;0:26;58130.851;JGF;PIE-SP;9000;3980;7498;asdb_omicet_20180112_851.fit;asdb_omicet_20180112_851.png;1615213599;
0;omicet;2018-01-18;9:43;58136.822;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180118_821.fit;asdb_omicet_20180118_821.png;1615213599;
0;omicet;2018-01-19;9:54;58137.829;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180119_829.fit;asdb_omicet_20180119_829.png;1615213599;
0;omicet;2018-01-20;9:23;58138.808;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180120_807.fit;asdb_omicet_20180120_807.png;1615213599;
0;omicet;2018-01-21;8:50;58139.785;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180121_785.fit;asdb_omicet_20180121_785.png;1615213599;
0;omicet;2018-01-22;0:03;58140.836;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180122_835.fit;asdb_omicet_20180122_835.png;1615213599;
0;omicet;2018-01-23;0:25;58141.851;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180123_851.fit;asdb_omicet_20180123_851.png;1615213599;
0;omicet;2018-01-24;1:08;58142.881;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180124_881.fit;asdb_omicet_20180124_881.png;1615213599;
0;omicet;2018-01-27;0:28;58145.853;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180127_853.fit;asdb_omicet_20180127_853.png;1615213599;
0;omicet;2018-01-30;9:32;58148.814;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180130_814.fit;asdb_omicet_20180130_814.png;1615213599;
0;omicet;2018-01-31;9:19;58149.805;JGF;PIE-SP;9000;3980;7499;asdb_omicet_20180131_805.fit;asdb_omicet_20180131_805.png;1615213599;
0;omicet;2018-02-02;9:29;58151.812;JGF;PIE-SP;9000;3980;7499;asdb_omicet_20180202_812.fit;asdb_omicet_20180202_812.png;1615213599;
0;omicet;2018-02-07;9:12;58156.8;JGF;PIE-SP;9000;3980;7499;asdb_omicet_20180207_800.fit;asdb_omicet_20180207_800.png;1615213599;
0;omicet;2018-02-20;9:10;58169.799;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180220_798.fit;asdb_omicet_20180220_798.png;1615213599;
0;omicet;2018-02-22;9:28;58171.812;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180222_811.fit;asdb_omicet_20180222_811.png;1615213599;
0;omicet;2018-02-23;9:19;58172.805;JGF;SMM-SP;9000;3980;7761;asdb_omicet_20180223_805.fit;asdb_omicet_20180223_805.png;1615213600;
0;omicet;2019-01-14;9:28;58497.811;JGF;SMM-SP;9000;4052;7499;asdb_omicet_20190114_811.fit;asdb_omicet_20190114_811.png;1615213600;
0;omicet;2019-01-21;9:18;58504.805;JGF;PIE-SP;9000;3980;7763;asdb_omicet_20190121_804.fit;asdb_omicet_20190121_804.png;1615213600;
0;omicet;2019-02-08;9:51;58522.827;JGF;SMM-SP;9000;4052;7499;asdb_omicet_20190208_827.fit;asdb_omicet_20190208_827.png;1615213600;
0;omicet;2019-02-09;9:45;58523.824;JGF;SMM-SP;9000;4052;7499;asdb_omicet_20190209_823.fit;asdb_omicet_20190209_823.png;1615213600;
0;omicet;2019-10-31;9:04;58787.378;JRF;MTP-US;463;3651;7395;asdb_omicet_20191031_378.fit;asdb_omicet_20191031_378.png;1615213600;
0;omicet;2019-11-03;0:02;58790.419;JRF;MTP-US;805;6255;9598;asdb_omicet_20191103_419.fit;asdb_omicet_20191103_419.png;1615213600;
0;omicet;2019-12-28;0:11;58845.842;JGF;PIE-SP;9000;3980;9018;asdb_omicet_20191228_841.fit;asdb_omicet_20191228_841.png;1615213600;
0;omicet;2020-01-17;0:08;58865.839;JGF;PIE-SP;9000;3980;9389;asdb_omicet_20200117_839.fit;asdb_omicet_20200117_839.png;1615213600;
0;omicet;2020-09-21;6:05;59113.254;LES;MRO-CA;14000;4031;7955;asdb_omicet_20200921_253.fit;asdb_omicet_20200921_253.png;1615213600;
0;omicet;2020-10-17;1:52;59139.911;TVE;LAT-IT;823;4112;7011;asdb_omicet_20201017_911.fit;asdb_omicet_20201017_911.png;1615213600;
0;omicet;2020-11-09;3:16;59162.136;LES;MRO-CA;14000;4031;7955;asdb_omicet_20201109_136.fit;asdb_omicet_20201109_136.png;1615213600;
0;omicet;2021-01-05;8:56;59219.789;JGF;PIE-SP;9500;3806;8960;asdb_omicet_20210105_789.fit;asdb_omicet_20210105_789.png;1615213600;
0;pnk1-6;2020-07-09;7:17;59039.304;FAS;DCO-US;1062;3825;7249;asdb_pnk1-6_20200709_303.fit;asdb_pnk1-6_20200709_303.png;1615213600;
0;pnk1-6;2020-07-09;1:58;59039.916;BUI;ANT-FR;432;3700;6799;asdb_pnk1-6_20200709_915.fit;asdb_pnk1-6_20200709_915.png;1615213600;
0;pnk1-6;2020-07-21;0:03;59051.002;PCA;LEC-IT;538;3802;7300;asdb_pnk1-6_20200721_002.fit;asdb_pnk1-6_20200721_002.png;1615213600;
0;puvul;2013-07-21;0:20;56494.014;FTE;ORS-FR;799;4000;7501;asdb_puvul_20130721_013.fit;asdb_puvul_20130721_013.png;1615213600;
0;puvul;2013-08-02;3:24;56506.975;OGA;OHP-FR;703;3791;7390;asdb_puvul_20130802_975.fit;asdb_puvul_20130802_975.png;1615213600;
0;puvul;2014-08-16;1:37;56885.901;BER;BVO-IT;6079;6330;6794;asdb_puvul_20140816_900.fit;asdb_puvul_20140816_900.png;1615213600;
0;puvul;2014-08-17;1:50;56886.91;BUI;CAS-FR;49486;7115;7163;asdb_puvul_20140817_910.fit;asdb_puvul_20140817_910.png;1615213600;
0;puvul;2014-08-31;0:25;56900.851;FTE;ORS-FR;1152;3800;7500;asdb_puvul_20140831_852.fit;asdb_puvul_20140831_852.png;1615213600;
0;puvul;2014-11-05;1:28;56966.894;DBO;WCO-UK;717;3602;7598;asdb_puvul_20141105_894.fit;asdb_puvul_20141105_894.png;1615213600;
0;puvul;2015-09-17;3:39;57282.153;LES;MRO-CA;9000;5999;7100;asdb_puvul_20150917_152.fit;asdb_puvul_20150917_152.png;1615213600;
0;puvul;2015-09-21;1:16;57286.053;LES;MRO-CA;6300;4264;5418;asdb_puvul_20150921_053.fit;asdb_puvul_20150921_053.png;1615213600;
0;puvul;2015-11-23;9:22;57349.807;JGF;SMM-SP;947;3778;7397;asdb_puvul_20151123_807.fit;asdb_puvul_20151123_807.png;1615213600;
0;puvul;2016-09-03;1:58;57634.083;LES;MRO-CA;9000;6001;7102;asdb_puvul_20160903_082.fit;asdb_puvul_20160903_082.png;1615213600;
0;puvul;2016-10-06;0:08;57667.839;FTE;ORS-FR;11000;4210;7162;asdb_puvul_20161006_839.fit;asdb_puvul_20161006_839.png;1615213600;
0;puvul;2017-06-23;9:45;57927.406;JRF;MTP-US;815;3891;7401;asdb_puvul_20170623_406.fit;asdb_puvul_20170623_406.png;1615213600;
0;puvul;2017-08-27;9:44;57992.406;JRF;MTP-US;1005;3936;7399;asdb_puvul_20170827_405.fit;asdb_puvul_20170827_405.png;1615213600;
0;puvul;2017-09-20;7:05;58016.296;JRF;MTP-US;806;3901;7401;asdb_puvul_20170920_295.fit;asdb_puvul_20170920_295.png;1615213600;
0;puvul;2017-10-23;0:46;58049.866;FCA;PAG-SP;793;3750;7289;asdb_puvul_20171023_865.fit;asdb_puvul_20171023_865.png;1615213600;
0;puvul;2018-06-15;0:56;58284.456;JRF;MTP-US;832;3805;7390;asdb_puvul_20180615_455.fit;asdb_puvul_20180615_455.png;1615213600;
0;puvul;2018-07-13;1:38;58312.485;JRF;MTP-US;641;3886;7400;asdb_puvul_20180713_484.fit;asdb_puvul_20180713_484.png;1615213600;
0;puvul;2018-08-13;3:33;58343.149;GKA;GRL-US;552;3692;7388;asdb_puvul_20180813_148.fit;asdb_puvul_20180813_148.png;1615213600;
0;puvul;2018-10-11;6:36;58402.275;JRF;MTP-US;684;3833;7396;asdb_puvul_20181011_275.fit;asdb_puvul_20181011_275.png;1615213600;
0;puvul;2018-10-20;9:17;58411.804;FCA;PAG-SP;992;3813;7357;asdb_puvul_20181020_803.fit;asdb_puvul_20181020_803.png;1615213600;
0;puvul;2019-06-27;3:03;58661.961;DBO;WCO-UK;981;3951;7371;asdb_puvul_20190627_960.fit;asdb_puvul_20190627_960.png;1615213600;
0;puvul;2019-07-02;1:23;58666.475;JRF;MTP-US;688;3701;7401;asdb_puvul_20190702_474.fit;asdb_puvul_20190702_474.png;1615213600;
0;puvul;2019-07-12;0:08;58676.423;JRF;UHO-US;1035;6301;9620;asdb_puvul_20190712_422.fit;asdb_puvul_20190712_422.png;1615213600;
0;puvul;2019-11-01;4:53;58788.204;JRF;MTP-US;471;3660;7395;asdb_puvul_20191101_204.fit;asdb_puvul_20191101_204.png;1615213600;
0;puvul;2020-07-01;3:06;59031.963;TMEPAD;KOL-SK;1081;3850;7590;asdb_puvul_20200701_962.fit;asdb_puvul_20200701_962.png;1615213600;
0;puvul;2020-07-12;3:00;59042.959;TMEPAD;KOL-SK;888;3900;7590;asdb_puvul_20200712_958.fit;asdb_puvul_20200712_958.png;1615213600;
0;qwsge;2016-07-21;1:42;57590.904;BER;BVO-IT;5587;6334;6786;asdb_qwsge_20160721_904.fit;asdb_qwsge_20160721_904.png;1615213600;
0;qwsge;2016-07-29;2:38;57598.943;FBO;SJI-FR;2200;3952;7502;asdb_qwsge_20160729_943.fit;asdb_qwsge_20160729_943.png;1615213600;
0;qwsge;2016-07-29;2:41;57598.945;FCA;PAG-SP;835;3796;7300;asdb_qwsge_20160729_945.fit;asdb_qwsge_20160729_945.png;1615213600;
0;qwsge;2016-08-13;3:59;57614.0;OGA;OHP-FR;691;3968;7560;asdb_qwsge_20160813_999.fit;asdb_qwsge_20160813_999.png;1615213600;
0;qwsge;2017-11-15;9:16;58072.803;FCA;PAG-SP;867;3785;7329;asdb_qwsge_20171115_802.fit;asdb_qwsge_20171115_802.png;1615213600;
0;qwsge;2019-07-01;0:10;58665.424;JRF;MTP-US;672;3700;7396;asdb_qwsge_20190701_423.fit;asdb_qwsge_20190701_423.png;1615213600;
0;qwsge;2019-07-05;0:57;58669.456;JRF;MTP-US;910;6306;9501;asdb_qwsge_20190705_456.fit;asdb_qwsge_20190705_456.png;1615213600;
0;raqr;2010-09-25;2:32;55464.939;FTE;ORS-FR;550;4148;7123;asdb_raqr_20100925_939.fit;asdb_raqr_20100925_939.png;1615213600;
0;raqr;2010-10-25;8:52;55494.786;FTE;ORS-FR;550;4377;7110;asdb_raqr_20101025_786.fit;asdb_raqr_20101025_786.png;1615213600;
0;raqr;2010-11-20;0:11;55520.841;FTE;ORS-FR;550;4433;7107;asdb_raqr_20101120_842.fit;asdb_raqr_20101120_842.png;1615213600;
0;raqr;2010-12-12;9:48;55542.825;FTE;ORS-FR;550;4400;7111;asdb_raqr_20101212_826.fit;asdb_raqr_20101212_826.png;1615213600;
0;raqr;2010-12-25;8:45;55555.782;FTE;ORS-FR;550;4398;7114;asdb_raqr_20101225_781.fit;asdb_raqr_20101225_781.png;1615213600;
0;raqr;2011-08-28;3:49;55801.992;FTE;ORS-FR;862;4001;7450;asdb_raqr_20110828_993.fit;asdb_raqr_20110828_993.png;1615213600;
0;raqr;2011-09-22;2:28;55826.937;FTE;ORS-FR;860;3932;7503;asdb_raqr_20110922_936.fit;asdb_raqr_20110922_936.png;1615213600;
0;raqr;2011-09-30;3:13;55834.968;FTE;ORS-FR;861;3898;7469;asdb_raqr_20110930_969.fit;asdb_raqr_20110930_969.png;1615213600;
0;raqr;2011-10-21;1:21;55855.89;FTE;ORS-FR;862;3925;7499;asdb_raqr_20111021_889.fit;asdb_raqr_20111021_889.png;1615213600;
0;raqr;2011-11-23;0:15;55888.844;BUI;CAS-FR;800;3816;7311;asdb_raqr_20111123_844.fit;asdb_raqr_20111123_844.png;1615213600;
0;raqr;2014-11-09;2:31;56970.938;JMO;CAL-FR;638;3834;7322;asdb_raqr_20141109_938.fit;asdb_raqr_20141109_938.png;1615213600;
0;raqr;2014-11-12;1:29;56973.895;JGF;SMM-SP;119;3777;7526;asdb_raqr_20141112_895.fit;asdb_raqr_20141112_895.png;1615213600;
0;raqr;2014-11-17;0:47;56978.866;JGF;SMM-SP;202;3766;7579;asdb_raqr_20141117_866.fit;asdb_raqr_20141117_866.png;1615213600;
0;raqr;2014-11-19;9:13;56980.801;JGF;SMM-SP;208;3787;7589;asdb_raqr_20141119_800.fit;asdb_raqr_20141119_800.png;1615213600;
0;raqr;2014-11-20;1:02;56981.877;JGF;SMM-SP;187;3927;7578;asdb_raqr_20141120_876.fit;asdb_raqr_20141120_876.png;1615213600;
0;raqr;2014-12-05;9:52;56996.828;JGF;SMM-SP;187;3776;7574;asdb_raqr_20141205_827.fit;asdb_raqr_20141205_827.png;1615213600;
0;raqr;2014-12-07;8:54;56998.788;JGF;SMM-SP;159;3806;7568;asdb_raqr_20141207_787.fit;asdb_raqr_20141207_787.png;1615213600;
0;raqr;2014-12-13;8:58;57004.79;JGF;SMM-SP;207;3734;7603;asdb_raqr_20141213_790.fit;asdb_raqr_20141213_790.png;1615213600;
0;raqr;2015-08-28;6:49;57262.284;LES;MRO-CA;8898;5999;7100;asdb_raqr_20150828_284.fit;asdb_raqr_20150828_284.png;1615213600;
0;raqr;2015-08-28;3:46;57262.99;PDLALO;OCA-FR;485;3603;7920;asdb_raqr_20150828_990.fit;asdb_raqr_20150828_990.png;1615213600;
0;raqr;2015-09-09;3:56;57274.997;DBO;WCO-UK;815;3900;7401;asdb_raqr_20150909_997.fit;asdb_raqr_20150909_997.png;1615213600;
0;raqr;2015-09-21;4:49;57286.201;LES;MRO-CA;6400;4264;5419;asdb_raqr_20150921_201.fit;asdb_raqr_20150921_201.png;1615213600;
0;raqr;2015-10-15;3:39;57310.152;LES;MRO-CA;9000;6001;7102;asdb_raqr_20151015_152.fit;asdb_raqr_20151015_152.png;1615213600;
0;raqr;2015-11-04;1:33;57330.065;LES;MRO-CA;9000;6000;7101;asdb_raqr_20151104_065.fit;asdb_raqr_20151104_065.png;1615213600;
0;raqr;2015-11-21;0:41;57347.862;JGF;SMM-SP;947;3784;7574;asdb_raqr_20151121_862.fit;asdb_raqr_20151121_862.png;1615213600;
0;raqr;2016-01-25;8:18;57412.763;JGF;SMM-SP;1026;4012;7561;asdb_raqr_20160125_762.fit;asdb_raqr_20160125_762.png;1615213600;
0;raqr;2016-09-03;6:37;57634.276;LES;MRO-CA;9000;6001;7102;asdb_raqr_20160903_276.fit;asdb_raqr_20160903_276.png;1615213600;
0;raqr;2016-09-10;3:54;57641.996;FCA;PAG-SP;790;3797;7339;asdb_raqr_20160910_996.fit;asdb_raqr_20160910_996.png;1615213600;
0;raqr;2016-09-13;5:47;57644.241;LES;MRO-CA;6200;4274;5429;asdb_raqr_20160913_241.fit;asdb_raqr_20160913_241.png;1615213600;
0;raqr;2016-10-10;3:51;57671.161;LES;MRO-CA;9000;6007;7108;asdb_raqr_20161010_160.fit;asdb_raqr_20161010_160.png;1615213600;
